model_id,dataset,clinical_endpoint,adjustment_tier,covariates,n_obs,n_events,odds_ratio,ci_low,ci_high,p_value,c_statistic,delta_c_statistic,wald_chi2
factorial_ecg_aim_1100013_s42,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,585.0282760199369,332.6633681424805,1028.8421164432796,1.945788882592177e-108,0.9745674583391153,0.23336519896316776,489.3782605239926
factorial_ecg_aim_1100013_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,462.9362633854074,180.59194050593842,1186.7084619437715,2.1431086651179555e-37,0.951352432778489,0.2904209346991036,163.3074996251021
factorial_ecg_aim_1100013_s42,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,13.992497793468704,10.742332247898942,18.22602298849214,3.096228248708197e-85,0.7634494237239603,0.2634494237239603,382.77487541716897
factorial_ecg_aim_1100013_s42,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,13.990518793024771,10.725146903235578,18.250063879211744,2.5849729790334125e-84,0.8133560622330398,0.19581976161500458,378.54170756267405
factorial_ecg_aim_1100013_s42,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,13.082805325689902,7.985368027308298,21.434177436101773,1.819075681150764e-24,0.8150865051903114,0.21177335640138406,104.21067824712887
factorial_ecg_aim_1100013_s42,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,13.486430631877013,8.225542174842634,22.112075693285266,6.136472914730777e-25,0.8191695501730104,0.21144463667820068,106.36392457536319
factorial_ecg_aim_1100013_s42,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,3.768602728400159,3.0299813866721044,4.687278472064773,9.301465809054403e-33,0.6209009919757377,0.12090099197573767,142.08840372607798
factorial_ecg_aim_1100013_s42,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,3.712510742936929,2.97058565935428,4.6397369397582295,9.149226807709608e-31,0.7249783371995415,0.040116234463710265,132.97641506921235
factorial_ecg_aim_1100013_s42,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,6.567356262117176,4.2234872521543725,10.21198021885097,6.465653737842545e-17,0.7974329647985767,0.10213778399062423,69.8295631053308
factorial_ecg_aim_1100013_s42,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,6.548133669647272,4.2087085067071355,10.187936391231748,7.911359157288756e-17,0.8006382287739513,0.10023156973214165,69.43153496537292
factorial_ecg_aim_1100013_s42,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,6.817492093955486,5.923294534569578,7.8466802857580555,9.854148898687405e-158,0.6699488443722181,0.16994884437221813,716.0130395943518
factorial_ecg_aim_1100110_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,376.85131195335356,231.96904337147654,612.2235504223601,7.299641048544477e-127,0.9417227313299104,0.44172273132991036,574.0731548948398
factorial_ecg_aim_1100110_s42,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,359.5070679888832,219.7469776419972,588.1552197933967,2.064927649792301e-121,0.9682028984017501,0.2270006390258026,549.0120725233925
factorial_ecg_aim_1100110_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,273.6850914952264,120.53150695576745,621.4435644137302,5.081143801436854e-41,0.940252880921895,0.2793213828425095,179.90592156106314
factorial_ecg_aim_1100110_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,287.7159755594706,122.50659064799129,675.7226868715836,1.262409186222892e-38,0.9459507042253521,0.26734955185659415,168.9376423945371
factorial_ecg_aim_1100110_s42,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,10.004774103400122,7.761245220391764,12.89683575479312,1.0598120996355834e-70,0.7306685040685327,0.23066850406853268,316.03202433186294
factorial_ecg_aim_1100110_s42,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,10.021385566089918,7.764434340477263,12.934383145039545,3.970278543396526e-70,0.7835258727658863,0.16598957214785104,313.3988496247925
factorial_ecg_aim_1100110_s42,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,9.36090145934456,5.790317800776768,15.133275779751516,7.120401073214274e-20,0.7806660899653979,0.1773529411764705,83.28034657060192
factorial_ecg_aim_1100110_s42,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,9.625495238702387,5.951922103803095,15.566426605462752,2.6345999341126717e-20,0.785423875432526,0.17769896193771628,85.24600680084885
factorial_ecg_aim_1100110_s42,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,4.882154882154891,3.922458377712916,6.0766575443552995,9.267647544964532e-46,0.6457003854173248,0.14570038541732477,201.61701705216453
factorial_ecg_aim_1100110_s42,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.826560747889681,3.8614374343328155,6.032905893008326,1.6902890531151243e-43,0.7444331115905009,0.059571008854669594,191.2569943010706
factorial_ecg_aim_1100110_s42,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,7.94052053157506,5.076896613296323,12.419371737299732,1.0904804907174051e-19,0.8081783651741715,0.11288318436621902,82.43780430307483
factorial_ecg_aim_1100110_s42,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,7.9258537582814395,5.059251144894403,12.416690928865755,1.5894091558187554e-19,0.8112706683045987,0.11086400926278905,81.69318127454862
factorial_ecg_aim_1100110_s42,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,6.349087239291325,5.525228727381264,7.295790049806262,9.080737260842995e-150,0.6646882826490671,0.1646882826490671,679.3875096775919
factorial_ecg_aim_1100111_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,355.11724137930946,220.1437051732746,572.8451559656962,5.024757384011593e-128,0.9398399180402294,0.43983991804022937,579.4159890947851
factorial_ecg_aim_1100111_s42,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,338.76224213787793,208.7773583043064,549.6757772507706,5.047802428850667e-123,0.9682680002261431,0.2270657408501956,556.4213399960958
factorial_ecg_aim_1100111_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,248.66466296560543,112.35002365285234,550.3702856250204,3.576970001412361e-42,0.9362516005121638,0.2753201024327784,185.18452223453647
factorial_ecg_aim_1100111_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,259.9998622357595,113.84080319303325,593.8110630508171,9.159987706001556e-40,0.943181818181818,0.26458066581306006,174.15426984268845
factorial_ecg_aim_1100111_s42,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,29.890256678889276,22.297151434585995,40.069129321338075,2.7272580210749787e-114,0.8290112630348152,0.3290112630348152,516.2807191375109
factorial_ecg_aim_1100111_s42,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,29.838373487819577,22.22187780112819,40.06540492961458,6.298283837300433e-113,0.8669024566301573,0.2493661560121221,510.0137538148173
factorial_ecg_aim_1100111_s42,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,27.82977788655638,16.107784028298536,48.08212823405185,9.05570035553962e-33,0.8673356401384082,0.26402249134948086,142.14158970784158
factorial_ecg_aim_1100111_s42,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,28.243762875885967,16.304172157588557,48.9267491583736,9.590094693457135e-33,0.8697231833910034,0.2619982698961937,142.02770765176413
factorial_ecg_aim_1100111_s42,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,3.768602728400159,3.0299813866721044,4.687278472064773,9.301465809054403e-33,0.6209009919757377,0.12090099197573767,142.08840372607798
factorial_ecg_aim_1100111_s42,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,3.712510742936929,2.97058565935428,4.6397369397582295,9.149226807709608e-31,0.7249783371995415,0.040116234463710265,132.97641506921235
factorial_ecg_aim_1100111_s42,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,6.567356262117176,4.2234872521543725,10.21198021885097,6.465653737842545e-17,0.7974329647985767,0.10213778399062423,69.8295631053308
factorial_ecg_aim_1100111_s42,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,6.548133669647272,4.2087085067071355,10.187936391231748,7.911359157288756e-17,0.8006382287739513,0.10023156973214165,69.43153496537292
factorial_ecg_aim_1100111_s42,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,6.7825433825433725,5.8936345616110835,7.80552208576494,3.6516192852086745e-157,0.6695730899634217,0.16957308996342169,713.396963329468
factorial_ecg_aim_1101113_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,2867.459183673458,1212.6353601129538,6780.539674570737,1.8209448430360325e-73,0.9812618104132083,0.48126181041320826,328.7258671708659
factorial_ecg_aim_1101113_s42,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,2986.0374597037135,1178.6545827836037,7564.9132841753235,7.287404449878096e-64,0.9925389882833848,0.2513367289074373,284.64879266750495
factorial_ecg_aim_1101113_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,1837.7969335385883,474.4311483548394,7119.046843015712,1.4563847836611421e-27,0.9767605633802817,0.3158290653008963,118.34592933772325
factorial_ecg_aim_1101113_s42,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,4.86631016042782,3.8033913092167704,6.226278773918649,2.5672310332956056e-36,0.6552723888610495,0.15527238886104955,158.37150946454898
factorial_ecg_aim_1101113_s42,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,4.901486965324216,3.8258208063187733,6.279586966426632,2.9212669089399835e-36,0.7256163946357411,0.10808009401770591,158.11473325279854
factorial_ecg_aim_1101113_s42,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,4.559244523388436,2.8414065137903615,7.315641223162581,3.2027921669819867e-10,0.7150519031141869,0.11173875432525948,39.546870842406705
factorial_ecg_aim_1101113_s42,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,4.645373788781772,2.894919816162548,7.4542643692653625,1.9472962210307026e-10,0.7200692041522492,0.11234429065743945,40.518837080098066
factorial_ecg_aim_1101113_s42,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,2.7652972027971967,2.223711278709572,3.43878663251441,5.895171703602829e-20,0.5911417198458331,0.09114171984583308,83.6536363032922
factorial_ecg_aim_1101113_s42,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,2.7335158489525453,2.186414064467479,3.4175177602027795,1.090091392537689e-18,0.705284933522281,0.020422830786449797,77.88877435545086
factorial_ecg_aim_1101113_s42,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,4.037176566861762,2.6037665511425327,6.259698906134965,4.4730912832932763e-10,0.7570777029412181,0.06178252213326563,38.89463119780832
factorial_ecg_aim_1101113_s42,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,4.022007632202938,2.5921673731005352,6.2405481842592785,5.304615002328163e-10,0.7611160531480775,0.060709394106267855,38.561834126519386
factorial_ecg_aim_1101113_s42,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,6.381107374543618,5.552478212531825,7.3333977670644614,2.4520844197811794e-150,0.6650640370578637,0.16506403705786366,682.0021136735677
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,1008.8555555555522,528.3291765619447,1926.4306745246913,1.5990670436974797e-97,0.9661993040957614,0.4661993040957614,439.221552771789
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,982.5423171982403,502.9993975458701,1919.2655295322706,1.8090163122514717e-90,0.9822811679267296,0.24107890855078207,406.8149228505409
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,578.1481973206569,212.33216483558536,1574.209627278789,1.500430793670299e-35,0.9552896927016645,0.2943581946222791,154.8626183499695
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,22.511530398322893,17.076936720804753,29.675638503550896,3.927148756704246e-108,0.8060646192760159,0.3060646192760159,487.97662479748453
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,22.440033488663765,16.992662505154172,29.63367881987971,1.421275112779314e-106,0.8470750709905266,0.22953877037249137,480.8137299935517
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,22.454572747649774,13.227076837571762,38.11937009750212,1.0051956475148761e-30,0.8554152249134948,0.25210207612456736,132.78960465971537
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,22.743109492685182,13.361592089211713,38.711631513874686,1.133531468740804e-30,0.8571972318339102,0.24947231833910044,132.55106499916064
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,5.56525705349581,4.461238245573064,6.94248645030756,2.786600354877593e-52,0.6581000821381184,0.15810008213811844,231.51443265277868
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,5.523069642396695,4.410051686514937,6.916993369497246,4.2135392453964757e-50,0.7541588063796947,0.06929670364386342,221.52087502325804
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,10.658730676978843,6.722893249995974,16.89875704101622,7.969116657535333e-24,0.8323661060984736,0.13707092529052112,101.28414335750853
spatial_1lead_a0_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,10.651275410606242,6.706910638653254,16.91533911585943,1.1899205953030859e-23,0.8352466076446251,0.13483994860281545,100.49006945547907
spatial_1lead_a0_1110000_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,6.010398755424557,5.236656800889794,6.89846491239809,1.5948181958894096e-143,0.6605549841523057,0.16055498415230574,650.6731649152279
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,486.61111111111114,289.4540499637107,818.0585950912654,1.5190872059753464e-120,0.9492539844886337,0.44925398448863374,545.028130087043
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,465.59315186215366,274.9077895572211,788.544345760756,1.3535036405303056e-115,0.971104212602,0.22990195322605245,522.2755890105343
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,375.4513805875727,155.88346487377046,904.2892349054622,6.882315244293645e-40,0.9478553137003841,0.28692381562099867,174.72282627689466
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,405.046726650895,160.96047367324232,1019.2741548689805,3.0493558173790258e-37,0.9552016645326504,0.2766005121638925,162.606404832749
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,18.28473620620213,13.977412557532494,23.91941832969838,8.780133262926701e-100,0.7880351134655308,0.2880351134655308,449.60765354544174
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,18.35815343969916,14.00797292799062,24.05928391267117,9.815090313177827e-99,0.8339336208747943,0.21639732025675906,444.79034910034255
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,17.641751705668014,10.638233094727237,29.25593004713347,9.791151858097671e-29,0.8433217993079585,0.24000865051903109,123.7016682033913
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,17.842369118795435,10.733084037792802,29.660639444393276,1.09023080170877e-28,0.8455363321799307,0.237811418685121,123.48837626690752
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,5.280353200882995,4.234914955538821,6.583870093922054,1.904027726916777e-49,0.653140203449801,0.15314020344980095,218.51789535227587
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,5.213470468144334,4.164764376630801,6.526245392110591,4.432100211577475e-47,0.7521245340241359,0.06726243128830467,207.66820978382137
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,8.98382651272107,5.700145772495273,14.159135929490294,3.121293830052306e-21,0.8166786687564423,0.12138348794848985,89.46488736782955
spatial_1lead_e1_panorama_film_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,8.97803880272825,5.685928373114105,14.176256796416123,4.621516762902428e-21,0.8197286115700145,0.11932195252820488,88.68846748502486
spatial_1lead_e1_panorama_film_1110000_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,5.6949080886162475,4.967276147317685,6.52912726732536,2.6222000102582895e-137,0.6564216856555443,0.15642168565554426,622.0924146509943
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,603.1020408163286,346.5305729221815,1049.6391950920356,1.5533409430887263e-113,0.9549024243576764,0.45490242435767636,512.8080493304067
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,585.0282760199369,332.6633681424805,1028.8421164432796,1.945788882592177e-108,0.9745674583391153,0.23336519896316776,489.3782605239926
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,462.9362633854074,180.59194050593842,1186.7084619437715,2.1431086651179555e-37,0.951352432778489,0.2904209346991036,163.3074996251021
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,17.95197740113001,13.732404489902747,23.46810369936641,4.829459580564951e-99,0.7863960674827594,0.28639606748275936,446.2055594201877
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,18.021300382259216,13.760623251997606,23.601203340878495,5.255643247229822e-98,0.8331424344381607,0.2156061338201255,441.44193898027686
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,16.465138213188407,9.946374260198064,27.256241248054405,1.2457063906667804e-27,0.8344117647058824,0.23109861591695502,118.65586512862498
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,16.64096102934092,10.026730441226698,27.618333374300217,1.457100634728479e-27,0.8369550173010382,0.22923010380622844,118.34495462961112
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,5.280353200882995,4.234914955538821,6.583870093922054,1.904027726916777e-49,0.653140203449801,0.15314020344980095,218.51789535227587
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,5.213470468144334,4.164764376630801,6.526245392110591,4.432100211577475e-47,0.7521245340241359,0.06726243128830467,207.66820978382137
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,8.98382651272107,5.700145772495273,14.159135929490294,3.121293830052306e-21,0.8166786687564423,0.12138348794848985,89.46488736782955
spatial_1lead_pa1_panorama_author_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,8.97803880272825,5.685928373114105,14.176256796416123,4.621516762902428e-21,0.8197286115700145,0.11932195252820488,88.68846748502486
spatial_1lead_pa1_panorama_author_1110000_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,5.8070862004464106,5.063123184657631,6.660365333713568,1.4539656129010074e-139,0.6579247032907304,0.15792470329073038,632.4657078634793
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,603.1020408163286,346.5305729221815,1049.6391950920356,1.5533409430887263e-113,0.9549024243576764,0.45490242435767636,512.8080493304067
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,585.0282760199369,332.6633681424805,1028.8421164432796,1.945788882592177e-108,0.9745674583391153,0.23336519896316776,489.3782605239926
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,462.9362633854074,180.59194050593842,1186.7084619437715,2.1431086651179555e-37,0.951352432778489,0.2904209346991036,163.3074996251021
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,28.070569915914056,21.005687221891254,37.51159802965377,1.5489645803832548e-112,0.824094125086501,0.32409412508650104,508.21747912080934
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,28.02483669129082,20.938174627043423,37.51002585292801,3.154038004144905e-111,0.862852566397022,0.2453162657789868,502.20197565426446
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,25.717469797729166,14.986718536879371,44.13162569041149,4.6150654000806907e-32,0.8641003460207612,0.26078719723183386,138.90725695127955
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,26.084960094411972,15.161915857824424,44.87725360749357,4.867369994285056e-32,0.8662456747404844,0.2585207612456747,138.8015522048671
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,5.21162779785087,4.180472955375946,6.4971271416559935,9.085839924841482e-49,0.6519002337777215,0.15190023377772155,215.4066152370465
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,5.1491774261024865,4.11392363944443,6.44494902901602,1.88285392123204e-46,0.7498787108828495,0.06501660814701826,204.78903844203603
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,8.98382651272107,5.700145772495273,14.159135929490294,3.121293830052306e-21,0.8166786687564423,0.12138348794848985,89.46488736782955
spatial_1lead_b1_panorama_1110000_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,8.97803880272825,5.685928373114105,14.176256796416123,4.621516762902428e-21,0.8197286115700145,0.11932195252820488,88.68846748502486
spatial_1lead_b1_panorama_1110000_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,6.070187165775399,5.287644188848395,6.9685423057124005,1.1722637162273581e-144,0.6613064929698989,0.16130649296989885,655.8860259108642
spatial_1lead_cm1_capacity_matched_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,705.5394736842121,395.092855420486,1259.9214136555715,6.571165552918948e-109,0.9586680509370379,0.4586680509370379,491.5449833508978
spatial_1lead_cm1_capacity_matched_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,677.7288695023033,375.2583760647754,1224.0004483673001,1.3261338906319896e-103,0.9755988082939724,0.23439654891802486,467.16546874732586
spatial_1lead_cm1_capacity_matched_1110000_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,578.1481973206569,212.33216483558536,1574.209627278789,1.500430793670299e-35,0.9552896927016645,0.2943581946222791,154.8626183499695
spatial_1lead_cm1_capacity_matched_1110000_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,16.39655812801777,12.550655640605665,21.42096207114895,1.7573913455332981e-93,0.7782008375689026,0.27820083756890257,420.65504386912835
